id,ACTION
1,0.6415918821486406
2,0.9895793955006321
3,0.9889714070524283
4,0.9964805677660171
5,0.9991326402893284
6,0.9990208396141863
7,0.9639701813654283
8,0.9974244703561032
9,0.9590657055582995
10,0.9805485926752239
11,0.9487901548207741
12,0.9379920084046875
13,0.9850402558407889
14,0.778624009059531
15,0.943313729069574
16,0.9767653231167039
17,0.8601215148888548
18,0.8640843867041273
19,0.9961589249844637
20,0.9871937545419046
21,0.9462728382117211
22,0.9852966532758638
23,0.9538663185307542
24,0.9702699287286474
25,0.9672579421482407
26,0.8945906203182369
27,0.9885054364141515
28,0.7003224832516683
29,0.9665504917219101
30,0.9713765125439684
31,0.9695181630553169
32,0.9621156918220616
33,0.9013780551973293
34,0.996886438309028
35,0.9636180445998415
36,0.9630453184354154
37,0.9872330373771433
38,0.9881008941128148
39,0.9817747186854237
40,0.9638652845865594
41,0.9759555483799327
42,0.9926482210565836
43,0.9801499309028181
44,0.994131571298355
45,0.993458431118704
46,0.9384535145538969
47,0.9994143973081104
48,0.9562937406232712
49,0.9990084014978954
50,0.9952045568368496
51,0.9614923002193245
52,0.9877537598101381
53,0.9879995142069331
54,0.9977158193725134
55,0.9606617218095117
56,0.9783034984840409
57,0.9817888910090771
58,0.9980645496119369
59,0.9822329846195972
60,0.9889962259512968
61,0.9911203946005115
62,0.9567700341523283
63,0.9757917130008003
64,0.9945444388221713
65,0.9749324533627004
66,0.9891436145423913
67,0.9887352077606525
68,0.9991551272047222
69,0.9129268503871459
70,0.7823347072005968
71,0.981486958887453
72,0.9964830522428648
73,0.9936182723572264
74,0.9840251763125781
75,0.9930064305229696
76,0.9947035677030768
77,0.9840112554669158
78,0.9606004414338714
79,0.5882718114504478
80,0.8959176827963671
81,0.9996185182606262
82,0.9659661499230272
83,0.9308563314009798
84,0.9970126438211173
85,0.9678289573331624
86,0.8574578200148586
87,0.9868024629423892
88,0.9911905327583549
89,0.9964759685468842
90,0.8918612378541667
91,0.9910470469674099
92,0.9462404080630247
93,0.9922736021249177
94,0.7552651075362949
95,0.9674752454395815
96,0.9859586463764076
97,0.5619294837313756
98,0.9579364816673841
99,0.9954845656733369
100,0.989210943102085
101,0.9758633466160828
102,0.828681311260541
103,0.9876059111434634
104,0.9502722696651937
105,0.7022587781937892
106,0.9901420477480685
107,0.9984939120094982
108,0.9012917225339785
109,0.9876641503725461
110,0.9509573801631992
111,0.6914262861244034
112,0.9635981018837355
113,0.9243296677594417
114,0.9940646314027696
115,0.9233435866042025
116,0.9665531925538802
117,0.99261347227047
118,0.9652921957886171
119,0.9968409754017531
120,0.9877880459422167
121,0.9536794846785629
122,0.9964256204881721
123,0.7268633158310189
124,0.9944648281482618
125,0.9673993540316072
126,0.874458254783602
127,0.7492905553630207
128,0.8989304534466224
129,0.9655272775411651
130,0.9767303492985879
131,0.9906013184195956
132,0.996311647267033
133,0.951017656587615
134,0.8740088713042128
135,0.9983536625980579
136,0.6955605516905008
137,0.9936665044948629
138,0.9650013526807595
139,0.898951493203494
140,0.9974244703561032
141,0.9731004776893417
142,0.9348468399344031
143,0.9913960247278638
144,0.9898624783219078
145,0.9981992788505821
146,0.7391499298166447
147,0.9251310317497713
148,0.8983683810590578
149,0.9985139024080162
150,0.9783712162869257
151,0.9968551512999136
152,0.8127587436900612
153,0.9876080562121501
154,0.9205099276881489
155,0.863748517007319
156,0.9529860032944962
157,0.9678289573331624
158,0.9862142646369135
159,0.9920452798639176
160,0.9893249871545247
161,0.7821402832557954
162,0.9923720020100073
163,0.9904289548580356
164,0.9159145587409327
165,0.965532518599087
166,0.9996518986761485
167,0.9455738275814295
168,0.9455738275814295
169,0.993232416499395
170,0.9965518771147248
171,0.9968551512999136
172,0.9934798953101925
173,0.9713608001652815
174,0.9741344375517939
175,0.9943951509011182
176,0.999258586986728
177,0.9757209028114235
178,0.9910266793345989
179,0.9754894523033563
180,0.9251310317497713
181,0.9007909558433815
182,0.9767303492985879
183,0.9738143861966437
184,0.734711058885247
185,0.9911009481664723
186,0.9489487829137769
187,0.9873310882649874
188,0.9801499309028181
189,0.8472130244382661
190,0.983148707925068
191,0.9993369070776332
192,0.9859586463764076
193,0.9914299207026696
194,0.9867115739640324
195,0.942187889036674
196,0.9908405745768186
197,0.9891200031460392
198,0.9728110244983678
199,0.9911009481664723
200,0.8569429379543327
201,0.9746255492744138
202,0.9661092818468935
203,0.9422451828237466
204,0.9455738275814295
205,0.9926301433731659
206,0.98870764076276
207,0.9880381634541622
208,0.9643762634675888
209,0.7690882695782251
210,0.9207779073593112
211,0.8958838448560171
212,0.9870574682362502
213,0.9987011205527789
214,0.8841294921316118
215,0.9462728382117211
216,0.9661322664475747
217,0.9307958290283045
218,0.9893878303425394
219,0.9947011998632003
220,0.8666615258565199
221,0.678360705252812
222,0.9985955560869089
223,0.9997188165445283
224,0.9502722696651937
225,0.986675694134632
226,0.9129268503871459
227,0.8992805435203615
228,0.9471328716231685
229,0.9991882987045341
230,0.9887733072538857
231,0.9617667825029168
232,0.8961771724074612
233,0.8663085630902998
234,0.4822295399433261
235,0.9735856373568227
236,0.9638740143826052
237,0.9659661499230272
238,0.9877627376311705
239,0.8917176121721739
240,0.9963629698947072
241,0.9638605394547138
242,0.6415918821486406
243,0.49214560714613403
244,0.9895223949800287
245,0.921667823430988
246,0.9495879087268573
247,0.9688617702310027
248,0.9665185639968153
249,0.9943214938055777
250,0.9959720506057606
251,0.9911486654030578
252,0.9629557683260359
253,0.9979317383811722
254,0.9987898189876843
255,0.9973929392967386
256,0.9432187786821158
257,0.9730482649494322
258,0.8746413629524598
259,0.9462012134988719
260,0.9973556039363536
261,0.9979867822053363
262,0.9753904552532114
263,0.9896236777778964
264,0.998426049594143
265,0.9952427256814377
266,0.9643762634675888
267,0.9731931570202123
268,0.9878286596626727
269,0.9943214938055777
270,0.9779943588309885
271,0.9861212521277702
272,0.9706761260414235
273,0.9817026639200324
274,0.95074545130936
275,0.9978842868523158
276,0.997580430265662
277,0.9979074551169143
278,0.9982225442001659
279,0.9909233215914279
280,0.9260105757076307
281,0.9991326402893284
282,0.9957337244731402
283,0.9886848361844516
284,0.9550269275979653
285,0.9943233850932635
286,0.9673531010933374
287,0.9958867453319837
288,0.9964464343739872
289,0.9685819961094113
290,0.9952427256814377
291,0.862399521372833
292,0.8958838448560171
293,0.9890622499047692
294,0.9931915411538896
295,0.9949265974264422
296,0.42152997810184284
297,0.47858276151735735
298,0.9828367412965999
299,0.5619294837313756
300,0.9849050445902537
301,0.985735292879332
302,0.9948705703622236
303,0.44604133846014155
304,0.7461901512132659
305,0.9965835076711953
306,0.9462728382117211
307,0.9678289573331624
308,0.9811784857074598
309,0.7426539949620748
310,0.9102350719237811
311,0.9897542515815173
312,0.9795364205951615
313,0.9659661499230272
314,0.9937268826106748
315,0.9984619330161947
316,0.9957515842895889
317,0.9258383634453315
318,0.9751114434299912
319,0.9263237309917218
320,0.9596542000010412
321,0.9896321981265783
322,0.30141764157702433
323,0.9994401473161348
324,0.9682890692117134
325,0.9954347458420048
326,0.8181524795980664
327,0.9679625692791903
328,0.9959374042366723
329,0.9829423508194017
330,0.986480749621588
331,0.9923891168755554
332,0.9893755733684005
333,0.9810637003531414
334,0.8956717935190417
335,0.9784321559305472
336,0.9831337572028366
337,0.9703960913581748
338,0.9914162697216742
339,0.9142175313667057
340,0.9850402558407889
341,0.9837311291828889
342,0.9840251763125781
343,0.8814453433144066
344,0.9950945528467773
345,0.9994954289551107
346,0.9957277925529483
347,0.8708854958981262
348,0.977371077448696
349,0.9840048818715238
350,0.9716950182347858
351,0.7811556855230143
352,0.9854927374406977
353,0.9408031099546597
354,0.49888786596890233
355,0.9495879087268573
356,0.9891445550132547
357,0.9260105757076307
358,0.9833159530623848
359,0.9462372583635366
360,0.9749993962643858
361,0.9820780046962847
362,0.9898744334224254
363,0.9790674988301308
364,0.9343599556333739
365,0.9986202703151897
366,0.9991914268280248
367,0.9956709942407977
368,0.9951618080445405
369,0.990921203112898
370,0.9766371639078644
371,0.9915717148656256
372,0.9891200031460392
373,0.8513110351212336
374,0.46025105379271575
375,0.8949281956709021
376,0.9914471406762951
377,0.6492139074610948
378,0.984147324588524
379,0.9983544572135905
380,0.9261757434214353
381,0.9519617904668871
382,0.9562937406232712
383,0.9870145640071236
384,0.9901823576704716
385,0.9905899626132806
386,0.9473427299893287
387,0.9815770137379192
388,0.9902152861100069
389,0.9299550190182128
390,0.9915717148656256
391,0.9507323752674118
392,0.9742881648494551
393,0.9219246204308066
394,0.9796907225278088
395,0.8606495888089687
396,0.9913325514154624
397,0.99864925039317
398,0.990888335797982
399,0.9917941910662326
400,0.9885444103048494
401,0.9975149717568432
402,0.9861564960294812
403,0.9677512696652073
404,0.9779435423837203
405,0.9993851230586067
406,0.9618400351531238
407,0.6642934406478133
408,0.9892810724323412
409,0.9915717148656256
410,0.9895422057250574
411,0.9968473521145537
412,0.9124311452716236
413,0.8992805435203615
414,0.9756794277355226
415,0.9851179710308212
416,0.9858174517663132
417,0.9848126624611493
418,0.9824834270163325
419,0.96635950750563
420,0.9118787883852426
421,0.97796031329899
422,0.968162713303467
423,0.9863937524510505
424,0.8481074479634827
425,0.9889482693846188
426,0.9892562054669634
427,0.9784977121507316
428,0.8959176827963671
429,0.833924704478584
430,0.998721415061364
431,0.994502127291023
432,0.9654531355073215
433,0.9876059111434634
434,0.8485278592954992
435,0.9871216081622913
436,0.9912138705532781
437,0.9928743385205147
438,0.16983473085682776
439,0.9256281095978853
440,0.40340781774138684
441,0.9936967026540955
442,0.9994401473161348
443,0.9900169587104448
444,0.9923891168755554
445,0.9683903110343699
446,0.9808021819833357
447,0.8566207747622558
448,0.9923730775001025
449,0.9870144229473755
450,0.8998026895218358
451,0.44733924561224175
452,0.9681225957150175
453,0.9960808896326329
454,0.9100444952937321
455,0.9719547028668248
456,0.9779518253781602
457,0.9897871698348816
458,0.9904369724227199
459,0.9919873754089565
460,0.7272392978956495
461,0.9655529416427779
462,0.9978405277116217
463,0.977051159394647
464,0.9822329846195972
465,0.969858174357925
466,0.9874255144773751
467,0.46352534529511064
468,0.9388095320372046
469,0.9763812331120936
470,0.9835406337125636
471,0.9536142067911261
472,0.9841904235938266
473,0.9914720623566563
474,0.9939472216017902
475,0.9805015476324807
476,0.9898803090913592
477,0.9824352738292796
478,0.9100681326494287
479,0.9943502310983053
480,0.9981387104201666
481,0.9971351425838105
482,0.9562108867247715
483,0.9978842868523158
484,0.9840251763125781
485,0.9523817078979671
486,0.9455738275814295
487,0.8523366529592002
488,0.9812807764928023
489,0.9898624783219078
490,0.9455738275814295
491,0.9559975377062653
492,0.9916254706371808
493,0.983380234713949
494,0.9971582992886606
495,0.9952547296158478
496,0.9663305165317004
497,0.9946276397242535
498,0.9959374042366723
499,0.9924495976537178
500,0.9804855436067413
501,0.9933341309612256
502,0.9220306672554832
503,0.9429001007780988
504,0.9664000752932755
505,0.9653496194373813
506,0.9981269248830278
507,0.9825168613135741
508,0.9663487520247458
509,0.9742972255895062
510,0.5455578834876372
511,0.9655529416427779
512,0.9215649428377708
513,0.9899520109888691
514,0.5619294837313756
515,0.9675108185159725
516,0.9829800968436068
517,0.9927328256873557
518,0.9639467773647874
519,0.9044463297209888
520,0.8686747692270426
521,0.9965104895550059
522,0.8877904456688815
523,0.9882114866022684
524,0.5641196436398745
525,0.9607762333381495
526,0.6681000051883157
527,0.9773491248008318
528,0.9819246079196446
529,0.897659414192775
530,0.9964011067292813
531,0.9668972450954297
532,0.9895408532465299
533,0.9866270519719927
534,0.9783034984840409
535,0.9682890692117134
536,0.9196472636466878
537,0.9948118434029097
538,0.970718025538235
539,0.9688617702310027
540,0.9806635979884079
541,0.9975413615288048
