id,ACTION
1,0.7233333333333334
2,0.88
3,1.0
4,1.0
5,1.0
6,0.9966666666666667
7,0.8
8,1.0
9,0.7466666666666667
10,0.9933333333333333
11,0.9966666666666667
12,0.9966666666666667
13,0.99
14,0.94
15,0.95
16,0.8733333333333333
17,0.7933333333333333
18,0.99
19,1.0
20,0.9966666666666667
21,1.0
22,1.0
23,1.0
24,0.9966666666666667
25,1.0
26,0.9266666666666666
27,0.9966666666666667
28,0.9633333333333334
29,1.0
30,0.9466666666666667
31,1.0
32,0.9933333333333333
33,0.9866666666666667
34,1.0
35,1.0
36,1.0
37,1.0
38,1.0
39,1.0
40,0.9533333333333334
41,0.9866666666666667
42,0.9933333333333333
43,0.9933333333333333
44,0.9933333333333333
45,1.0
46,1.0
47,1.0
48,1.0
49,1.0
50,0.9566666666666667
51,0.9733333333333334
52,1.0
53,0.96
54,1.0
55,0.9966666666666667
56,0.9966666666666667
57,0.9866666666666667
58,1.0
59,1.0
60,0.9966666666666667
61,1.0
62,1.0
63,0.9966666666666667
64,1.0
65,1.0
66,0.99
67,0.9766666666666667
68,1.0
69,0.9233333333333333
70,0.7133333333333334
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,0.9966666666666667
78,0.99
79,0.4266666666666667
80,1.0
81,1.0
82,1.0
83,0.9966666666666667
84,1.0
85,1.0
86,1.0
87,1.0
88,0.9966666666666667
89,1.0
90,0.7766666666666666
91,0.96
92,0.9466666666666667
93,1.0
94,0.9966666666666667
95,0.9966666666666667
96,1.0
97,0.43666666666666665
98,0.99
99,1.0
100,1.0
101,0.9933333333333333
102,0.7533333333333333
103,0.9933333333333333
104,0.99
105,0.34
106,1.0
107,1.0
108,1.0
109,1.0
110,1.0
111,0.78
112,1.0
113,0.98
114,1.0
115,0.9966666666666667
116,0.97
117,1.0
118,1.0
119,1.0
120,1.0
121,0.9133333333333333
122,0.9966666666666667
123,1.0
124,0.9933333333333333
125,1.0
126,0.9333333333333333
127,0.9766666666666667
128,0.9133333333333333
129,1.0
130,1.0
131,1.0
132,1.0
133,1.0
134,0.88
135,1.0
136,0.9966666666666667
137,1.0
138,0.98
139,0.9633333333333334
140,1.0
141,0.98
142,0.92
143,1.0
144,1.0
145,0.9966666666666667
146,0.91
147,0.9133333333333333
148,0.9566666666666667
149,1.0
150,0.9633333333333334
151,1.0
152,0.6566666666666666
153,1.0
154,1.0
155,1.0
156,0.96
157,0.9966666666666667
158,0.9966666666666667
159,0.6366666666666667
160,1.0
161,0.8533333333333334
162,0.9933333333333333
163,1.0
164,0.9933333333333333
165,1.0
166,1.0
167,0.9766666666666667
168,1.0
169,0.9833333333333333
170,1.0
171,0.9933333333333333
172,0.99
173,0.96
174,1.0
175,1.0
176,0.9966666666666667
177,0.9666666666666667
178,0.9966666666666667
179,1.0
180,0.9966666666666667
181,0.4866666666666667
182,1.0
183,0.72
184,0.9166666666666666
185,0.9966666666666667
186,0.93
187,1.0
188,0.9766666666666667
189,0.6133333333333333
190,1.0
191,1.0
192,0.9533333333333334
193,1.0
194,1.0
195,0.9966666666666667
196,1.0
197,1.0
198,0.99
199,1.0
200,0.61
201,1.0
202,0.9966666666666667
203,0.9966666666666667
204,0.9733333333333334
205,0.9966666666666667
206,0.9966666666666667
207,1.0
208,0.9933333333333333
209,0.7766666666666666
210,0.5466666666666666
211,0.9133333333333333
212,0.9833333333333333
213,1.0
214,1.0
215,1.0
216,0.9066666666666666
217,0.9966666666666667
218,1.0
219,1.0
220,0.9733333333333334
221,0.5833333333333334
222,1.0
223,1.0
224,0.9933333333333333
225,0.99
226,0.7233333333333334
227,0.9533333333333334
228,1.0
229,1.0
230,0.99
231,0.9933333333333333
232,0.9066666666666666
233,0.9566666666666667
234,0.22666666666666666
235,0.9233333333333333
236,0.96
237,1.0
238,0.96
239,0.8466666666666667
240,1.0
241,0.98
242,0.6966666666666667
243,0.27
244,0.99
245,0.9966666666666667
246,1.0
247,1.0
248,0.99
249,1.0
250,1.0
251,1.0
252,0.6333333333333333
253,1.0
254,1.0
255,1.0
256,0.9933333333333333
257,1.0
258,0.99
259,1.0
260,1.0
261,0.9933333333333333
262,0.9566666666666667
263,1.0
264,1.0
265,1.0
266,1.0
267,1.0
268,1.0
269,1.0
270,0.9966666666666667
271,0.99
272,0.9933333333333333
273,1.0
274,0.4766666666666667
275,1.0
276,0.7433333333333333
277,0.9966666666666667
278,1.0
279,0.7966666666666666
280,1.0
281,1.0
282,1.0
283,0.6733333333333333
284,0.9966666666666667
285,1.0
286,0.94
287,1.0
288,0.9966666666666667
289,1.0
290,1.0
291,0.8633333333333333
292,0.9133333333333333
293,1.0
294,0.99
295,0.9966666666666667
296,0.08666666666666667
297,0.41333333333333333
298,0.97
299,0.93
300,0.9966666666666667
301,0.7566666666666667
302,1.0
303,0.98
304,0.97
305,1.0
306,0.9966666666666667
307,1.0
308,1.0
309,0.99
310,1.0
311,1.0
312,1.0
313,1.0
314,1.0
315,1.0
316,1.0
317,0.9333333333333333
318,1.0
319,0.97
320,1.0
321,0.9966666666666667
322,0.20666666666666667
323,1.0
324,0.9733333333333334
325,0.9133333333333333
326,0.8233333333333334
327,1.0
328,1.0
329,1.0
330,1.0
331,1.0
332,1.0
333,1.0
334,1.0
335,1.0
336,0.9966666666666667
337,1.0
