id,ACTION
1,0.8251317044653848
2,0.929713683429659
3,0.9983364612345996
4,0.997896655673701
5,0.9996472977757912
6,0.9969016078817681
7,0.8798054494536256
8,0.9999509404424984
9,0.8360464326666223
10,0.983033810937847
11,0.985683986966422
12,0.9874020223353879
13,0.9910790871975641
14,0.871432210710949
15,0.9485318656294779
16,0.9163340064889538
17,0.7038440772718999
18,0.901986287760127
19,0.9989485402234373
20,0.9965059521804047
21,0.9995984552001285
22,0.9967687278487659
23,0.9882877349156294
24,0.9886390096997533
25,0.9975122444706642
26,0.9349748636265339
27,0.9949879808873571
28,0.9745464946914695
29,0.9915944054858897
30,0.9317939325027129
31,0.9965886037628314
32,0.988417846642687
33,0.9896661886791498
34,0.997556215018464
35,0.996034729764806
36,0.9933663214490279
37,0.9959465787890442
38,0.9998852293472138
39,0.9955035584582346
40,0.9596111249780477
41,0.969033647979137
42,0.9928498705186735
43,0.9919577068603784
44,0.9940892178086781
45,0.9977217137070767
46,0.9937220477875082
47,0.9995483572881148
48,0.9922227729048265
49,0.999971164082752
50,0.9774873861757948
51,0.9805535109677681
52,0.9972845622156696
53,0.9735885591975476
54,0.9989056747376801
55,0.9885761240407522
56,0.9948970787249445
57,0.987784630819242
58,0.9996581529503457
59,0.9969125698834813
60,0.9940451591021797
61,0.9980789151598441
62,0.9991031792303797
63,0.9908042703164786
64,0.9988902055741079
65,0.9993338690909952
66,0.9907416106004261
67,0.9836028749350132
68,0.9995084480865031
69,0.9568292482937135
70,0.7205324557732672
71,0.9926325226421409
72,0.9944408698826493
73,0.9983018974446206
74,0.9991512162616941
75,0.9949167617736006
76,0.9994215993140194
77,0.9973598136864612
78,0.9785525973647771
79,0.5614779449891696
80,0.9993700601361601
81,0.9997874214777109
82,0.9981209462386351
83,0.9817820745462316
84,0.9981923726460171
85,0.9952328535874173
86,0.9798962651375828
87,0.9901051909806049
88,0.9974024744530574
89,0.9976385111591364
90,0.8174980404067429
91,0.9759946523341041
92,0.8700653005238141
93,0.9987969240048425
94,0.9920199574529539
95,0.9940433482198069
96,0.9992550604269416
97,0.4503359564780133
98,0.994138326695641
99,0.9970124992197142
100,0.9988852501150658
101,0.9859822612097113
102,0.5501800292068901
103,0.9948066266944223
104,0.9896727563789907
105,0.40667422232360195
106,0.9981618305210705
107,0.9995922098902805
108,0.9887583974402416
109,0.9953480897034572
110,0.991675123481283
111,0.8118150005507686
112,0.989446209286452
113,0.982109409028801
114,0.9995484875284674
115,0.9875488268642739
116,0.9716671760494628
117,0.9950893728233456
118,0.9778045095916075
119,0.9996338160897847
120,0.9942578829450173
121,0.9328077343770771
122,0.9936606967701285
123,0.9487818821511598
124,0.9955093154850212
125,0.9953593904269559
126,0.8864359549829988
127,0.8857423215951878
128,0.933822399656759
129,0.9676004957579676
130,0.9975765063901227
131,0.9987473549908203
132,0.9990419479185924
133,0.9961394416653172
134,0.89480029170101
135,0.9994575989133232
136,0.98089760874743
137,0.998672691563631
138,0.9581056044124381
139,0.9616075905255441
140,0.99949374667503
141,0.9892088319877903
142,0.9457301848104007
143,0.9976063894792269
144,0.9976026569903297
145,0.9981230166762487
146,0.8072529465821384
147,0.8471117885883047
148,0.8886373316605064
149,0.9996028985863454
150,0.9754135263284552
151,0.9991671913425313
152,0.7565802162995938
153,0.9974816270414743
154,0.9800800502042729
155,0.9880656681902718
156,0.9640050158451177
157,0.994696168778601
158,0.9945668083815455
159,0.8066416100307418
160,0.9858709996641786
161,0.9046008028533119
162,0.9950923687035431
163,0.9992854061111085
164,0.9856562105853957
165,0.9953956402057049
166,0.9998334395601017
167,0.9761552567892167
168,0.996050312831594
169,0.9862793961507008
170,0.9981498235718114
171,0.995459464906551
172,0.9916289507904659
173,0.9617433749574134
174,0.9976809341283184
175,0.9949936681459076
176,0.998012471433582
177,0.9634805460618734
178,0.9960856480679806
179,0.9997471963383641
180,0.9612081312890266
181,0.5817451897884022
182,0.9938476674564003
183,0.8318901083187082
184,0.9174220776722284
185,0.9939049645965663
186,0.9519662574335023
187,0.9989702258322397
188,0.9820481211593047
189,0.6127211164676569
190,0.9962879114758104
191,0.9997868612906233
192,0.9748842555766004
193,0.9988661129401173
194,0.9977420949218132
195,0.9828155778797767
196,0.9987504552625424
197,0.9958077042102477
198,0.983468686812788
199,0.9969459880174636
200,0.7464422745754858
201,0.9980968748011074
202,0.9927395354950861
203,0.9771509687521585
204,0.9834296370173216
205,0.9978344039106009
206,0.9930472263309649
207,0.997678807399375
208,0.9903781221998632
209,0.7205596173168425
210,0.6585781631135975
211,0.9352536327721066
212,0.9876263335810375
213,0.9991971931914387
214,0.9912851600204946
215,0.9960354563638811
216,0.9089319320802922
217,0.9746666908630206
218,0.9978898685340518
219,0.9980501709204672
220,0.9754225101216104
221,0.5123170064043864
222,0.999707901779437
223,0.999742662243924
224,0.9929396727668612
225,0.9746679791380015
226,0.7547322746607699
227,0.9630364875971069
228,0.9953330474707438
229,0.9993873447697827
230,0.9927337457305747
231,0.9883692141156151
232,0.9327285314015419
233,0.962056574770958
234,0.17225350622336977
235,0.915469447192458
236,0.9625929745056547
237,0.9848190150379752
238,0.9721599262567003
239,0.8799441428210905
240,0.9992346177952248
241,0.9815844929638027
242,0.724654647893609
243,0.375780318169153
244,0.9909747692585
245,0.99181226483758
246,0.9996424299805373
247,0.9918148983582442
248,0.9871576969127558
249,0.9941702888797721
250,0.9988588645060555
251,0.998307554071449
252,0.7986866467047065
253,0.9993087045605535
254,0.9995702263240337
255,0.9995536040187192
256,0.9851060629769366
257,0.9928694044473649
258,0.9665381199637861
259,0.9948189979100939
260,0.999361560770115
261,0.9932788721394321
262,0.9630148262151014
263,0.9980086665778718
264,0.9991616248421924
265,0.9990007177699972
266,0.9957144766987154
267,0.9907821776479158
268,0.9987953388396984
269,0.9925367547031221
270,0.996141673315494
271,0.9927676284060017
272,0.9831583073941913
273,0.997715476076311
274,0.5449358502551508
275,0.9991641312708779
276,0.8411552403676359
277,0.9969684031387931
278,0.9995426371086855
279,0.8918179907795005
280,0.9730429065297875
281,0.9998145784620613
282,0.9994995908878579
283,0.8153992324354625
284,0.9744530609407522
285,0.998876641637237
286,0.9660461673786587
287,0.9997822120688622
288,0.9967335747796675
289,0.9970332723159301
290,0.9977268392952671
291,0.7575358269986603
292,0.9127856103709509
293,0.9960969511499292
294,0.9882792904821096
295,0.995074076692694
296,0.26294716487398573
297,0.5521872636528138
298,0.9749421511342289
299,0.9068232026646615
300,0.9967836938646131
301,0.7946808519092952
302,0.9986712008293357
303,0.7723434245953404
304,0.9380081360944308
305,0.9970950987111407
306,0.9959337296179855
307,0.9909243907024553
308,0.999776792175818
309,0.9641430756570355
310,0.9914441854592333
311,0.9993447279578259
312,0.9983578076406965
313,0.9975013274056479
314,0.9994134270767143
315,0.9996413722587092
316,0.9981155307302919
317,0.9483701910707589
318,0.9983552021152103
319,0.8550566223447829
320,0.9994098169442602
321,0.9965279442464325
322,0.310547699692682
323,0.9998446701666337
324,0.9828484142381726
325,0.9389763624734038
326,0.8728963489735972
327,0.9978799015097235
328,0.9994526807394908
329,0.9987855294425269
330,0.9974013394072515
331,0.9978931002279665
332,0.9855765748723097
333,0.9968325303667847
334,0.967092275810636
335,0.9967630943406542
336,0.9895486548564021
337,0.994330705213913
338,0.9885407783998588
339,0.9954380692861038
340,0.9939378629876048
341,0.9877518555463969
342,0.9914735353322028
343,0.984007064830932
344,0.9997467940626674
345,0.9895452500964417
346,0.9986780379654339
347,0.9945629772875517
348,0.9905054789459287
349,0.9990039342403655
350,0.8025351496593365
351,0.9805875618919424
352,0.9981776262927636
353,0.9925250189971115
354,0.6423496261926909
355,0.9886482657548774
356,0.9984712597961661
357,0.9903599303606763
358,0.9980563693062501
359,0.9849820006669103
360,0.4412510641625269
361,0.9783359855389198
362,0.9769382763115497
363,0.9861932544329708
364,0.9419843211280341
365,0.9997195689442488
366,0.999712313387299
367,0.9968900046771965
368,0.9995028677008426
369,0.982779601091665
370,0.9987968778081242
371,0.978261734770598
372,0.9942403978181578
373,0.8320299361093707
374,0.26660108153265183
375,0.9728198698450111
376,0.9932496908902967
377,0.6927174796749356
378,0.9958455587196883
379,0.9988801986946663
380,0.8254268600692312
381,0.8329546773707358
382,0.9924690407546514
383,0.9998490609282877
384,0.9575744738411178
385,0.9940096689290832
386,0.9922239885152003
387,0.7810501380766582
388,0.9325455999865995
389,0.996383344862068
390,0.9968818815788661
391,0.8619664023721292
392,0.9954756555160387
393,0.9725744447443931
394,0.9958026961677322
395,0.9819603293967022
396,0.9925556593895314
397,0.9998294022617977
398,0.9919836029911626
399,0.9964812957608842
400,0.9863577930641821
401,0.9934041221937829
402,0.9933535586228489
403,0.9885488945511092
404,0.9785914597303335
405,0.9993827576031624
406,0.981555107627488
407,0.9500540019706665
408,0.9974742003007875
409,0.9750072228524214
410,0.9989799626545668
411,0.9989566466030139
412,0.9255326066426959
413,0.9151258705084007
414,0.9966587443151083
415,0.9944016068266296
416,0.959021207801457
417,0.9880857918016022
418,0.9951981085875315
419,0.9886496933836304
420,0.996324023636932
421,0.9994730766595655
422,0.9836125852882138
423,0.9743771458984124
424,0.8907996783237976
